CleanBusinessName,BakeryLabel,DisplayName,LocationCount,SourceCategories
erciyes,0,Erciyes,1,shop=convenience
erciyes food and wine,0,Erciyes Food & Wine,1,shop=convenience
erdem food centre,0,Erdem Food Centre,1,shop=convenience
erdem supermarket,0,Erdem Supermarket,1,shop=convenience
erdington curry n kebab,0,Erdington Curry n Kebab,1,amenity=fast_food
erebuni,0,Erebuni,1,amenity=restaurant
ereko african market,0,Ereko African Market,1,shop=convenience
ergi and david,0,Ergi & David,1,amenity=restaurant
ergon deli,0,Ergon Deli,1,amenity=cafe
ergon deli and cafe,0,Ergon Deli And Cafe,1,amenity=cafe
eric jacobs and son,0,Eric Jacobs & Son,1,shop=butcher
eric oakland and son,0,Eric Oakland & Son,1,shop=butcher
eric roberts and sons,0,Eric Roberts & Sons,1,shop=butcher
eric s cafe,0,Eric's Cafe,1,amenity=cafe
eric s pizza charcoal grill,0,Eric's Pizza Charcoal Grill,1,amenity=fast_food
eric s prime cuts,0,Eric's Prime Cuts,1,shop=butcher
eric tennant,0,Eric Tennant,1,shop=butcher
eric the butcher,0,Eric The Butcher,1,shop=butcher
ermin local convenience,0,Ermin Local Convenience,1,shop=convenience
ermin park stores,0,Ermin Park Stores,1,shop=convenience
ermine local,0,Ermine Local,1,shop=convenience
ernest,0,Ernest,1,amenity=cafe
ernest w edge and son,0,Ernest W Edge and Son,1,shop=butcher
ernie,0,Ernie,1,shop=deli
ernie b s,0,Ernie B's,1,amenity=cafe
ernie beckett s,0,Ernie Beckett's,1,amenity=restaurant
ernie s corner café and bakery,0,Ernie's Corner Café and Bakery,1,amenity=cafe
erol s cafe,0,Erol's Cafe,1,amenity=cafe
erol s courtyard cafe,0,Erol's Courtyard Cafe,1,amenity=cafe
eroma cafe,0,eroma cafe,1,amenity=cafe
eros bistro bar,0,Eros Bistro Bar,1,amenity=cafe
eros restaurant,0,Eros Restaurant,1,amenity=restaurant
erpingham house,0,Erpingham House,1,amenity=restaurant
erren s food store,0,Erren's Food Store,1,shop=convenience
errington coffee house,0,Errington Coffee House,1,amenity=cafe
erst,0,Erst,1,amenity=restaurant
es food and wine,0,ES Food & Wine,1,shop=convenience
es snackbar plus,0,ES Snackbar Plus,1,amenity=fast_food
es tapas bar,0,eS Tapas Bar,1,amenity=restaurant
esarn kheaw,0,Esarn Kheaw,1,amenity=restaurant
esca,0,Esca,1,amenity=cafe
escabeche,0,Escabeche,1,amenity=restaurant
escala,0,Escala,1,amenity=restaurant
escape art centre,0,Escape Art Centre,1,amenity=cafe
escape bar and grill,0,Escape bar & grill,1,amenity=restaurant
escape lounges,0,Escape Lounges,1,amenity=restaurant
escape restaurant and bar,0,Escape Restaurant And Bar,1,amenity=restaurant
escape venue,0,Escape Venue,1,amenity=restaurant
escobar tapas and cocktail,0,Escobar Tapas & Cocktail,1,amenity=restaurant
escocesa,0,Escocesa,1,amenity=restaurant
escondidin coffee shop,0,Escondidin... Coffee Shop,1,amenity=cafe
escrick and deighton social club,0,Escrick & Deighton Social Club,1,amenity=cafe
escudo de cuba,0,Escudo de Cuba,1,amenity=restaurant
ese lounge,0,ESE lounge,1,amenity=restaurant
esfahan supermarket,0,Esfahan Supermarket,1,shop=convenience
esh winning chop suey house,0,Esh Winning Chop Suey House,1,amenity=fast_food
esha chicken,0,Esha Chicken,1,shop=butcher
esha halal meat,0,Esha Halal Meat,1,shop=butcher
esha tandoori,0,Esha Tandoori,1,amenity=fast_food
esher best kebab and burger house,0,Esher Best Kebab & Burger House,1,amenity=fast_food
esher tandoori,0,Esher Tandoori,1,amenity=restaurant
eshna s nutrition,0,Eshna's Nutrition,1,amenity=fast_food
eshop general stores,0,Eshop General Stores,1,shop=convenience
eshta dessert lounge,0,Eshta Dessert Lounge,1,amenity=cafe
esi cafe,0,ESI Cafe,1,amenity=cafe
esis bar and grill,0,Esis Bar and Grill,1,amenity=restaurant
esk,0,ESK,1,shop=supermarket
eskdale fisheries,0,Eskdale Fisheries,1,amenity=fast_food
eskdale stores,0,Eskdale Stores,1,shop=convenience
eslend go huo,0,Eslend Go Huo,1,amenity=restaurant
esme s tea rooms,0,Esme's Tea Rooms,1,amenity=cafe
esmeralda kebab,0,Esmeralda Kebab,1,amenity=fast_food
esmie s,0,Esmie's,1,amenity=restaurant
esp coffee bar,0,ESP Coffee Bar,1,amenity=cafe
espanol,0,Espanol,1,amenity=restaurant
esperantos bistro,0,Esperantos Bistro,1,amenity=restaurant
esplanade beach shop,0,Esplanade Beach Shop,1,shop=convenience
esposito s deli,0,Esposito's Deli,1,amenity=cafe
espositos,0,Espositos,1,amenity=cafe
espress mo,0,Espress-Mo,1,amenity=cafe
espressamente,0,Espressamente,1,amenity=cafe
espressbros,0,EspressBros,1,amenity=cafe
espressini,0,Espressini,1,amenity=cafe
espressino,0,Espressino,1,amenity=cafe
espressio coffee,0,Espressio Coffee,1,amenity=cafe
espresso 10,0,Espresso 10,1,amenity=cafe
espresso and co,0,Espresso & Co,1,amenity=cafe
espresso and shakes,0,Espresso & Shakes,1,amenity=cafe
espresso boutique,0,Espresso Boutique,1,amenity=cafe
espresso coffee bar,0,Espresso Coffee Bar,1,amenity=cafe
espresso coffee shop,0,Espresso Coffee Shop,1,amenity=cafe
espresso essential,0,Espresso Essential,1,amenity=cafe
espresso farm,0,Espresso Farm,1,amenity=cafe
espresso food,0,Espresso Food,1,amenity=fast_food
espresso gallery,0,Espresso Gallery,1,amenity=cafe
espresso head,0,Espresso Head,1,amenity=cafe
espresso hub,0,Espresso Hub,1,amenity=cafe
espresso kitchen,0,Espresso Kitchen,1,amenity=cafe
espresso lane,0,Espresso Lane,1,amenity=cafe
espresso pizza,0,Espresso Pizza,1,amenity=restaurant
espresso quarter,0,Espresso Quarter,1,amenity=cafe
espresso seafood bar and grill,0,Espresso Seafood Bar and Grill,1,amenity=restaurant
espresso station,0,Espresso Station,1,amenity=cafe
esq,0,Esq.,1,amenity=restaurant
esquina,0,Esquina,1,amenity=restaurant
esquire,0,Esquire,1,amenity=cafe
esquire s,0,Esquire's,1,amenity=cafe
esquires organic coffee,0,Esquires Organic Coffee,1,amenity=cafe
esquires reading,0,Esquires Reading,1,amenity=cafe
ess catering e wing coffee shop,0,ESS Catering (E Wing) Coffee Shop,1,amenity=cafe
essa cash and carry,0,Essa Cash & Carry,1,shop=convenience
essa s convenience store,0,Essa's Convenience Store,1,shop=convenience
essar ramsey,0,Essar Ramsey,1,shop=convenience
essdee stores,0,Essdee Stores,1,shop=convenience
essen,0,Essen,1,amenity=cafe
essen general store,0,Essen General Store,1,shop=convenience
essence,0,Essence,1,amenity=restaurant
essence cafe,0,Essence Cafe,1,amenity=cafe
essence café,0,Essence Café,1,amenity=cafe
essence coffee lounge,0,Essence Coffee Lounge,1,amenity=cafe
essence cuisine,0,Essence Cuisine,1,amenity=cafe
essence of bengal,0,Essence Of Bengal,1,amenity=fast_food
essence of india,0,Essence of India,1,amenity=restaurant
essense of india,0,Essense of India,1,amenity=restaurant
essential convenience store,0,Essential Convenience Store,1,shop=convenience
essential eating,0,Essential Eating,1,amenity=cafe
essential express food and wine,0,Essential Express Food & Wine,1,shop=convenience
essential vegan cafe,0,Essential Vegan Cafe,1,amenity=cafe
essentials and more,0,Essentials & More,1,shop=convenience
essentials express,0,Essentials Express,1,shop=convenience
essentials mini market,0,Essentials Mini Market,1,shop=convenience
essentials vape world,0,Essentials/Vape World,1,shop=convenience
essentialz,0,Essentialz,1,shop=convenience
essenza,0,Essenza,1,amenity=restaurant
essenza bar and tapas,0,Essenza Bar & Tapas,1,amenity=restaurant
essex alternative supermarket,0,Essex Alternative Supermarket,1,shop=convenience
essex best kebab,0,Essex Best Kebab,1,amenity=fast_food
essex chef,0,Essex Chef,1,amenity=fast_food
essex convenience,0,Essex Convenience,1,shop=convenience
essex express,0,Essex Express,1,shop=convenience
essex grill,0,Essex Grill,1,amenity=fast_food
essex grill 2,0,Essex Grill 2,1,amenity=fast_food
essex kebab and pizza,0,Essex Kebab and Pizza,1,amenity=fast_food
essex kebabs,0,Essex Kebabs,1,amenity=fast_food
essex rd fish kitchen,0,Essex Rd Fish Kitchen,1,amenity=fast_food
essex road news and wine,0,Essex Road News & Wine,1,shop=convenience
essex road supermarket,0,Essex Road Supermarket,1,shop=convenience
essex sandwich bar,0,Essex Sandwich Bar,1,amenity=cafe
essington fruit farm restaurant,0,Essington fruit farm restaurant,1,amenity=restaurant
essington fruit farm store,0,Essington Fruit Farm Store,1,shop=convenience
essington mobility shop,0,Essington Mobility Shop,1,shop=convenience
essy s cafe,0,Essy's Cafe,1,amenity=cafe
essy s coffee bar and eatery,0,Essy's - Coffee Bar & Eatery,1,amenity=cafe
est,0,est,1,amenity=restaurant
est india,0,Est. India,1,amenity=restaurant
est italian,0,Est.Italian,1,amenity=restaurant
establishment coffee,0,Establishment Coffee,1,amenity=cafe
establo lounge,0,Establo Lounge,1,amenity=restaurant
estadio lounge,0,Estadio Lounge,1,amenity=restaurant
estate stores,0,Estate Stores,1,shop=convenience
estbek house,0,Estbek House,1,amenity=restaurant
este,0,Este,1,amenity=cafe
estera,0,Estera,1,shop=convenience
estera shop,0,Estera Shop,1,shop=convenience
estley stores,0,Estley Stores,1,shop=convenience
eston spice,0,Eston Spice,1,amenity=fast_food
estoril,0,Estoril,1,amenity=cafe
estrella de tapas,0,Estrella de Tapas,1,amenity=restaurant
estábulo,0,Estábulo,1,amenity=restaurant
etal post office,0,Etal Post Office,1,shop=convenience
etasia restaurant,0,Etasia Restaurant,1,amenity=restaurant
etcetera café,0,Etcetera Café,1,amenity=cafe
etch by steven edwards,0,Etch. By Steven Edwards,1,amenity=restaurant
etci kitchen,0,Etci Kitchen,1,amenity=restaurant
ethel s coffee and kitchen,0,Ethel’s Coffee & Kitchen,1,amenity=cafe
ethens mini mart,0,Ethens Mini Mart,1,shop=convenience
ethereal,0,Ethereal,1,amenity=cafe
etherow country park visitor centre,0,Etherow Country Park Visitor Centre,1,amenity=cafe
ethi on cafe,0,Ethi On Cafe,1,amenity=cafe
ethical bean company,0,Ethical Bean Company,1,amenity=cafe
ethical caffeine,0,Ethical Caffeine,1,amenity=cafe
ethio stores,0,Ethio Stores,1,shop=convenience
ethiopian and eritrean coffee shop,0,Ethiopian & Eritrean Coffee Shop,1,amenity=cafe
ethiopian organic coffee cafe,0,Ethiopian Organic Coffee Cafe,1,amenity=cafe
ethos brothers,0,Ethos Brothers,1,amenity=cafe
ethos caffe,0,Ethos Caffe,1,amenity=restaurant
ethos coffee and brunch,0,Ethos. Coffee & Brunch,1,amenity=cafe
etles,0,Etles,1,amenity=restaurant
etles uyghur restaurant,0,Etles Uyghur Restaurant,1,amenity=restaurant
etna pizza company,0,Etna Pizza Company,1,amenity=fast_food
etna pizzeria,0,Etna Pizzeria,1,amenity=restaurant
etna ristorante italiano,0,Etna Ristorante Italiano,1,amenity=restaurant
etnacoffee,0,Etnacoffee,1,amenity=cafe
etnam street fish bar,0,Etnam Street Fish Bar,1,amenity=fast_food
eton one stop,0,Eton One Stop,1,shop=convenience
eton place,0,Eton Place,1,amenity=restaurant
eton premier stores,0,Eton Premier Stores,1,shop=convenience
etsu,0,Etsu,1,amenity=restaurant
etsu cafe,0,Etsu Cafe,1,amenity=cafe
etta cafe,0,Etta Cafe,1,amenity=restaurant
etto on the park,0,Etto on the Park,1,amenity=cafe
etude coffee,0,Etude Coffee,1,amenity=cafe
etwall balti,0,Etwall Balti,1,amenity=fast_food
etwall convenience,0,Etwall Convenience,1,shop=convenience
etzio,0,Etzio,1,amenity=restaurant
etçi mehmet steakhouse,0,Etçi Mehmet Steakhouse,1,amenity=restaurant
eu food shop,0,EU Food Shop,1,shop=supermarket
eu international food and drink,0,EU International Food & Drink,1,shop=convenience
eu market,0,EU Market,1,shop=convenience
eu ropa,0,EU.Ropa,1,shop=convenience
eu supermarket,0,EU Supermarket,1,shop=supermarket
eu superstore,0,EU Superstore,1,shop=convenience
euphoria food,0,Euphoria Food,1,amenity=cafe
euphoria pizza,0,Euphoria Pizza,1,amenity=fast_food
eurasia tandoori,0,Eurasia Tandoori,1,amenity=restaurant
eureka,0,Eureka,1,amenity=restaurant
euro asia,0,Euro Asia,1,shop=supermarket
euro asian grocery,0,Euro Asian Grocery,1,shop=convenience
euro bramley,0,Euro Bramley,1,shop=convenience
euro cafe and restaurant,0,Euro Cafe & Restaurant,1,amenity=cafe
euro cell,0,Euro Cell,1,shop=convenience
euro coffee london,0,Euro Coffee London,1,amenity=cafe
euro convenience store,0,Euro Convenience Store,1,shop=convenience
euro deli,0,Euro Deli,1,shop=deli
euro drinks and food,0,Euro Drinks and Food,1,shop=convenience
euro express,0,Euro Express,1,shop=supermarket
euro food and wine off licence,0,Euro Food & Wine Off Licence,1,shop=convenience
euro food and wines ltd,0,Euro Food & Wines Ltd,1,shop=convenience
euro food plus,0,Euro Food Plus,1,shop=convenience
euro food store,0,Euro Food Store,1,shop=convenience
euro halal,0,Euro Halal,1,shop=convenience
euro international supermarket,0,Euro international supermarket,1,shop=supermarket
euro international supermarket sheena,0,Euro International Supermarket Sheena,1,shop=convenience
euro local,0,Euro Local,1,shop=convenience
euro market kubus,0,Euro Market Kubus,1,shop=convenience
euro market u grubego,0,Euro Market (U Grubego),1,shop=supermarket
euro mart,0,Euro Mart,1,shop=convenience
euro max mini market,0,Euro Max Mini Market,1,shop=convenience
euro meat,0,Euro Meat,1,shop=butcher
euro minimarket,0,Euro minimarket,1,shop=convenience
euro pizza,0,Euro Pizza,1,amenity=fast_food
euro plus market,0,Euro Plus Market,1,shop=convenience
euro plus mini market,0,Euro-Plus Mini Market,1,shop=convenience
euro premier store,0,Euro Premier Store,1,shop=convenience
euro star mini market,0,Euro Star Mini Market,1,shop=convenience
euro stop,0,Euro Stop,1,shop=convenience
euro store lt,0,Euro Store.LT,1,shop=convenience
euro stores,0,Euro Stores,1,shop=supermarket
euro supper bar,0,Euro Supper Bar,1,amenity=fast_food
euro wines,0,Euro Wines,1,shop=convenience
euro zone,0,Euro Zone,1,shop=convenience
euroessential,0,Euroessential,1,shop=convenience
eurofoods lora express,0,Eurofoods Lora Express,1,shop=convenience
euroland,0,Euroland,1,shop=convenience
euromarket,0,Euromarket,1,shop=supermarket
euromax market,0,Euromax Market,1,shop=supermarket
euromix,0,Euromix,1,shop=supermarket
europa and san reno,0,Europa and San Reno,1,amenity=restaurant
europa filling station,0,Europa Filling Station,1,shop=convenience
europa food,0,Europa Food,1,shop=convenience
europa food store,0,Europa Food Store,1,shop=supermarket
europa foods,0,Europa Foods,1,shop=supermarket
europa grocery centre,0,Europa Grocery Centre,1,shop=convenience
europa restaurant,0,Europa Restaurant,1,amenity=restaurant
europa supermarket,0,Europa Supermarket,1,shop=supermarket
europa taste,0,Europa Taste,1,shop=supermarket
europafood,0,EuropaFood,1,shop=convenience
europe,0,Europe,1,shop=convenience
europe food,0,Europe Food,1,shop=convenience
europe food store,0,Europe Food Store,1,shop=convenience
europe lynn,0,Europe Lynn,1,shop=supermarket
europe magazine,0,Europe Magazine,1,shop=convenience
europe polish shop,0,Europe Polish Shop,1,shop=convenience
europe star mini market,0,Europe Star Mini Market,1,shop=convenience
europe supermarket off licence,0,Europe Supermarket Off Licence,1,shop=convenience
european and asian foodstore,0,European & Asian Foodstore,1,shop=convenience
european food,0,European Food,1,shop=convenience
european food and wine,0,European Food & Wine,1,shop=convenience
european food centre,0,European Food Centre,1,shop=convenience
european food express,0,European Food Express,1,shop=convenience
european foodland,0,European Foodland,1,shop=convenience
european mini market kurdistan,0,European Mini Market Kurdistan,1,shop=convenience
european mini mart,0,European Mini Mart,1,shop=convenience
european minimarket polska chata,0,European Minimarket Polska Chata,1,shop=convenience
european supermarket and off licence,0,European Supermarket And Off Licence,1,shop=convenience
european superstore,0,European Superstore,1,shop=supermarket
europejski market,0,Europejski Market,1,shop=convenience
europol,0,Europol,1,shop=supermarket
eurosave sahil supermarket,0,Eurosave Sahil Supermarket,1,shop=supermarket
eurosia store,0,Eurosia Store,1,shop=convenience
eurostar,0,Eurostar,1,shop=convenience
eurphrates market,0,Eurphrates Market,1,shop=convenience
eurphrates restsurant,0,Eurphrates Restsurant,1,amenity=restaurant
euston express,0,Euston Express,1,shop=convenience
euston food and wine,0,Euston Food and Wine,1,shop=convenience
euston spice,0,Euston Spice,1,amenity=restaurant
euston superstore and luggage,0,Euston Superstore & Luggage,1,shop=convenience
ev,0,EV,1,amenity=restaurant
eva grill and lounge,0,Eva Grill & Lounge,1,amenity=restaurant
eva s,0,Eva's,1,amenity=restaurant
eva s cafe,0,Eva’s Cafe,1,amenity=cafe
eva s grill,0,Eva's Grill,1,amenity=fast_food
eva s restaurant,0,Eva's Restaurant,1,amenity=restaurant
evans,0,Evans',1,amenity=fast_food
evans 2,0,Evans 2,1,shop=convenience
evans family butchers,0,Evans Family Butchers,1,shop=butcher
evans food store,0,Evans Food Store,1,shop=convenience
evans the butchers,0,Evans The Butchers,1,shop=butcher
evans world foods,0,Evans World Foods,1,shop=butcher
eve kitchen,0,Eve Kitchen,1,amenity=cafe
eve s cafe,0,Eve's Cafe,1,amenity=cafe
evelyns,0,Evelyns,1,amenity=cafe
evening mail,0,Evening Mail,1,shop=convenience
evening mart,0,Evening Mart,1,shop=convenience
evening spice restaurant,0,Evening Spice Restaurant,1,amenity=restaurant
eventide,0,Eventide,1,amenity=restaurant
evenwood cafe,0,Evenwood Cafe,1,amenity=cafe
evenwood farm,0,Evenwood Farm,1,amenity=restaurant
eveo kontinental african and carribbean food,0,Eveo Kontinental African & Carribbean Food,1,shop=convenience
ever fresh food and wine,0,Ever Fresh Food & Wine,1,shop=convenience
ever green,0,Ever Green,1,amenity=restaurant
ever rose express,0,Ever Rose Express,1,shop=convenience
everbean cafe,0,Everbean Cafe,1,amenity=cafe
everbest food and wine,0,Everbest Food & Wine,1,shop=convenience
everest 29032,0,Everest-29032,1,amenity=restaurant
everest cuisine,0,Everest Cuisine,1,amenity=restaurant
everest curry king,0,Everest Curry King,1,amenity=restaurant
everest dine,0,Everest Dine,1,amenity=restaurant
everest express,0,Everest Express,1,amenity=fast_food
everest fusion lounge,0,Everest Fusion Lounge,1,amenity=restaurant
everest gurkha nepalese restaurant,0,Everest Gurkha Nepalese Restaurant,1,amenity=restaurant
everest indigo,0,Everest Indigo,1,amenity=restaurant
everest nepalese restaurant and bar,0,Everest Nepalese Restaurant And Bar,1,amenity=restaurant
everest of nepal,0,Everest of Nepal,1,amenity=restaurant
everest restaurant,0,Everest Restaurant,1,amenity=restaurant
everest spice lounge,0,Everest Spice Lounge,1,amenity=restaurant
everest world foods,0,Everest World Foods,1,shop=supermarket
everfresh butchers,0,Everfresh Butchers,1,shop=butcher
everfresh food and wine,0,Everfresh Food and Wine,1,shop=convenience
evergreen chinese,0,Evergreen Chinese,1,amenity=fast_food
evergreen cottage,0,Evergreen Cottage,1,amenity=fast_food
evergreen fish and chips,0,Evergreen Fish & Chips,1,amenity=fast_food
evergreen garden,0,Evergreen Garden,1,amenity=fast_food
evergreen stores,0,Evergreen Stores,1,shop=convenience
evergreens,0,Evergreens,1,amenity=fast_food
evergreens super store,0,Evergreens Super Store,1,shop=convenience
everitt park café and bar,0,Everitt Park Café & Bar,1,amenity=cafe
everly s cafe,0,Everly's Cafe,1,amenity=cafe
evernight,0,Evernight,1,amenity=restaurant
eversfield organic marlborough farm shop and cafe,0,"Eversfield Organic, Marlborough Farm Shop & Cafe",1,shop=convenience
eversholt groceries,0,Eversholt Groceries,1,shop=convenience
eversley stores,0,Eversley Stores,1,shop=convenience
everton newsagents,0,Everton Newsagents,1,shop=convenience
every cloud cafe,0,Every Cloud Cafe,1,amenity=cafe
everybodys all day social,0,Everybodys All Day Social,1,amenity=cafe
everyday,0,Everyday,1,shop=convenience
